time	 cell
43.41428339286777	224.0
49.324257938833284	212.0
50.284971033956616	216.0
54.04861974152063	220.0
54.89988532991805	208.0
58.30696590341964	112.0
59.225000000104906	104.0
59.95000000010507	28.0
59.95000000010507	76.0
60.850000000105275	40.0
60.850000000105275	52.0
60.850000000105275	84.0
60.87500000010528	100.0
61.52447643602363	124.0
61.67500000010546	8.0
61.67500000010546	16.0
61.67500000010546	32.0
61.67500000010546	44.0
65.43422456710604	188.0
67.22500000010672	100.0
70.74443018717007	224.0
71.31861845910288	212.0
72.28681581217413	220.0
76.2183218843933	228.0
78.11082031351042	188.0
78.42909303121873	216.0
82.1593204808688	112.0
82.83892977283632	124.0
83.71427282044694	208.0
87.5637672022285	232.0
93.41428339286777	224.0
97.85294716342786	228.0
99.32425793883328	212.0
100.28497103395661	216.0
104.04861974152064	220.0
104.89988532991805	208.0
107.8680593426877	232.0
108.30696590341964	112.0
109.3500000001163	76.0
109.3750000001163	28.0
110.62500000011659	52.0
110.62500000011659	84.0
110.65000000011659	40.0
111.52447643602363	124.0
111.90000000011688	8.0
111.90000000011688	16.0
111.90000000011688	32.0
111.90000000011688	44.0
113.50850290121515	228.0
113.95000000011734	64.0
114.6250000001175	72.0
114.6500000001175	4.0
114.6500000001175	20.0
114.6500000001175	24.0
114.6500000001175	36.0
114.6500000001175	48.0
115.00000000011758	76.0
115.43422456710604	188.0
115.87500000011778	104.0
123.23161348972829	208.0
123.85866893118695	232.0
124.33442096122737	212.0
125.61064862805375	216.0
125.7116419067944	228.0
127.69596496036262	188.0
127.86791578629528	224.0
130.29457690101054	220.0
134.62953609803566	112.0
136.8501099107034	124.0
137.82500000011157	40.0
137.82500000011157	52.0
137.82500000011157	84.0
137.9000000001115	76.0
137.95000000011146	28.0
143.9153058675536	212.0
145.0665376791934	224.0
145.7683201077342	232.0
147.65000000010264	104.0
147.9777421859113	220.0
148.61673696857196	216.0
152.7605946625847	208.0
155.710745601077	124.0
155.96925015561126	228.0
156.2416489020571	188.0
158.18858710506282	112.0
163.80000000008795	76.0
163.8500000000879	28.0
164.60000000008722	40.0
164.60000000008722	52.0
164.60000000008722	84.0
168.86925521571453	216.0
169.07724646690474	232.0
170.73197462128252	224.0
171.88341014500446	208.0
173.79398240059058	212.0
176.4000000000765	104.0
181.0724221342204	220.0
185.02318383240438	124.0
187.87512439560987	188.0
192.2933957766044	112.0
194.1303556854241	220.0
197.2531654068136	224.0
201.9506336894393	208.0
203.7125971950911	216.0
203.93017607089888	212.0
210.23969928384477	124.0
214.62164897859049	188.0
217.164487484625	112.0
217.74094824236462	208.0
218.28467019890232	224.0
221.4966266923217	220.0
224.2980437006175	216.0
232.53941017391585	212.0
234.85483349267744	124.0
236.5554942078008	112.0
239.40705149331924	188.0
242.49227906412418	224.0
244.4500000000146	100.0
250.80986587275976	216.0
251.37604999117175	112.0
251.56469721054506	220.0
253.5930155931798	208.0
254.47500000000548	104.0
256.8453477925652	212.0
259.2380167394893	188.0
263.1737017897249	124.0
268.21281115849007	208.0
270.43952467030437	216.0
270.54999999999086	100.0
271.55502330624586	220.0
277.315289370296	212.0
277.65190549863513	224.0
277.8926028387779	188.0
282.06237810469173	112.0
285.955139706351	124.0
293.76814138320964	220.0
294.46364369761966	216.0
299.31205677432587	212.0
299.8499999999642	100.0
301.5172742888117	224.0
302.77245768242386	188.0
303.5315522968846	208.0
312.0002991038486	112.0
314.91462272828505	124.0
323.6672089553194	216.0
326.2183218843933	228.0
327.2379641618828	224.0
327.8377975452521	208.0
328.4638211429199	212.0
329.0670121033772	220.0
332.78955617761324	112.0
333.4811002293672	124.0
335.87360066448844	188.0
337.5637672022285	232.0
341.6148125164011	220.0
345.82809969657626	208.0
349.5308910481417	212.0
349.98978734440476	216.0
350.1788114214749	232.0
352.2943471792283	112.0
352.4629277824137	224.0
354.9066068693889	188.0
357.7744732389214	228.0
362.59999999990714	28.0
362.59999999990714	76.0
363.4026543983357	124.0
365.3999999999046	40.0
365.3999999999046	52.0
365.3999999999046	84.0
366.42117768182044	208.0
367.52499999990266	8.0
367.52499999990266	16.0
367.52499999990266	32.0
367.52499999990266	44.0
367.95864750812234	220.0
368.1623154966518	232.0
371.422761640359	228.0
371.574999999899	104.0
371.62521539025636	224.0
372.5991992820846	216.0
378.46108465085166	112.0
381.2187733521939	124.0
382.27544344541633	188.0
382.68180632500906	232.0
384.8186069237409	212.0
395.5993043800971	212.0
396.999447495068	220.0
399.5663226009729	216.0
404.0271214774851	228.0
404.4607194558208	232.0
405.24387368736495	208.0
405.3657534101994	124.0
408.9086701274065	224.0
411.7500307481618	188.0
413.7224949095268	112.0
