time	 cell
43.41428339286777	224.0
49.324257938833284	212.0
50.284971033956616	216.0
50.715901159781566	116.0
52.25898313625692	180.0
52.58083058266245	164.0
54.04861974152063	220.0
54.89988532991805	208.0
56.82500000010436	56.0
57.52500000010452	28.0
57.52500000010452	88.0
58.30696590341964	112.0
58.56855462493088	140.0
58.57500000010476	100.0
58.7504788020514	172.0
59.15000000010489	104.0
59.72500000010502	92.0
59.77500000010503	12.0
59.77500000010503	24.0
59.77500000010503	68.0
59.80000000010504	20.0
59.80000000010504	36.0
59.80000000010504	96.0
61.78806642033891	160.0
64.10000000010601	100.0
64.5939801597277	184.0
65.43422456710604	188.0
70.74443018717007	224.0
71.31861845910288	212.0
72.28681581217413	220.0
75.90175580572892	164.0
76.2183218843933	228.0
77.39166475953006	140.0
78.11082031351042	188.0
78.42909303121873	216.0
80.0887096602113	160.0
82.1593204808688	112.0
83.71427282044694	208.0
85.82224102753612	180.0
86.69163744617894	116.0
87.5637672022285	232.0
88.38938171331435	184.0
91.21260791578791	172.0
93.41428339286777	224.0
97.85294716342786	228.0
99.32425793883328	212.0
100.28497103395661	216.0
100.71590115978157	116.0
102.25898313625692	180.0
102.58083058266246	164.0
104.04861974152064	220.0
104.89988532991805	208.0
106.50000000011565	56.0
107.45000000011586	28.0
107.8680593426877	232.0
107.90000000011597	88.0
108.30696590341964	112.0
108.56855462493088	140.0
108.7504788020514	172.0
109.15000000011625	20.0
109.15000000011625	36.0
109.15000000011625	96.0
110.40000000011653	40.0
110.52500000011656	92.0
110.57500000011657	48.0
110.65000000011659	12.0
110.6750000001166	24.0
110.6750000001166	68.0
110.80000000011663	84.0
111.1250000001167	8.0
111.1250000001167	44.0
111.52500000011679	72.0
111.78806642033891	160.0
111.92500000011688	64.0
111.92500000011688	76.0
111.97500000011689	60.0
112.05000000011691	52.0
112.70000000011706	104.0
113.3500000001172	4.0
113.3500000001172	16.0
113.3500000001172	32.0
113.3500000001172	80.0
113.50850290121515	228.0
114.5939801597277	184.0
115.43422456710604	188.0
123.23161348972829	208.0
123.85866893118695	232.0
124.33442096122737	212.0
125.61064862805375	216.0
125.7116419067944	228.0
127.69596496036262	188.0
127.86791578629528	224.0
130.14733215374616	184.0
130.29457690101054	220.0
131.3810053825995	140.0
133.70127944632077	116.0
133.91315637110282	180.0
134.06133327513635	164.0
134.62953609803566	112.0
135.68051349592216	160.0
135.68555050658495	172.0
137.65000000011173	56.0
137.7000000001117	28.0
137.95000000011146	88.0
138.20000000011123	40.0
138.20000000011123	48.0
138.92500000011057	44.0
139.07500000011044	92.0
139.1000000001104	12.0
139.1000000001104	20.0
139.1000000001104	24.0
139.1000000001104	36.0
139.1000000001104	68.0
139.1000000001104	96.0
140.1000000001095	84.0
140.3250000001093	8.0
140.35000000010928	72.0
142.4250000001074	104.0
143.9153058675536	212.0
145.0665376791934	224.0
145.7683201077342	232.0
147.9777421859113	220.0
148.61673696857196	216.0
152.7605946625847	208.0
155.341052529249	180.0
155.96925015561126	228.0
156.2416489020571	188.0
156.38811709760688	164.0
156.65695850077242	184.0
158.18858710506282	112.0
161.5732182731835	140.0
162.61990935746107	160.0
163.8841844710402	172.0
165.23911807892173	116.0
166.47500000008552	48.0
166.5000000000855	40.0
166.55000000008545	56.0
168.86925521571453	216.0
169.07724646690474	232.0
170.73197462128252	224.0
171.4167746287284	180.0
171.88341014500446	208.0
173.79398240059058	212.0
175.22500000007756	104.0
177.96178692546624	116.0
178.31852736872847	160.0
181.0724221342204	220.0
181.97062142962207	172.0
186.15353025241265	140.0
187.87512439560987	188.0
190.1965979423779	184.0
192.2933957766044	112.0
194.1303556854241	220.0
196.58237076225436	164.0
197.2531654068136	224.0
201.9506336894393	208.0
202.70797051413768	140.0
203.7125971950911	216.0
203.93017607089888	212.0
204.04230577542543	184.0
205.8341232535115	160.0
207.12963174205964	180.0
208.01071100956324	116.0
210.18295566900665	172.0
213.09353464581255	164.0
214.62164897859049	188.0
217.164487484625	112.0
217.74094824236462	208.0
218.28467019890232	224.0
221.4966266923217	220.0
224.2980437006175	216.0
227.71859520522958	172.0
232.29127402780793	140.0
232.53941017391585	212.0
234.29894624322202	164.0
235.1704325727196	180.0
236.12583490318957	160.0
236.5554942078008	112.0
239.40705149331924	188.0
239.65218839803114	116.0
240.1500000000185	100.0
241.01714356236687	184.0
242.49227906412418	224.0
250.80986587275976	216.0
251.37604999117175	112.0
251.56469721054506	220.0
253.5930155931798	208.0
256.14487375407964	172.0
256.8453477925652	212.0
257.9805563222852	140.0
258.20040758314383	164.0
259.2380167394893	188.0
259.6250000000008	104.0
259.84999086449216	184.0
