time	 cell
43.41428339286777	224.0
49.324257938833284	212.0
50.284971033956616	216.0
50.715901159781566	116.0
54.04861974152063	220.0
54.89988532991805	208.0
55.794656825594586	144.0
57.900000000104605	36.0
57.900000000104605	72.0
57.900000000104605	92.0
58.30696590341964	112.0
59.10000000010488	32.0
59.10000000010488	80.0
59.12500000010488	4.0
59.12500000010488	8.0
59.12500000010488	12.0
59.12500000010488	68.0
59.225000000104906	104.0
59.25000000010491	100.0
60.40000000010517	56.0
61.57500000010544	48.0
61.57500000010544	96.0
61.78806642033891	160.0
64.12500000010601	100.0
64.5939801597277	184.0
70.74443018717007	224.0
71.31861845910288	212.0
72.28681581217413	220.0
76.2183218843933	228.0
78.42909303121873	216.0
80.0887096602113	160.0
82.1593204808688	112.0
83.71427282044694	208.0
86.69163744617894	116.0
87.5637672022285	232.0
87.6592400769373	144.0
88.38938171331435	184.0
93.41428339286777	224.0
97.85294716342786	228.0
99.32425793883328	212.0
100.28497103395661	216.0
100.71590115978157	116.0
104.04861974152064	220.0
104.89988532991805	208.0
105.72500000011547	36.0
105.75000000011548	72.0
105.79465682559459	144.0
105.95000000011552	92.0
106.82500000011572	8.0
106.87500000011573	12.0
107.12500000011579	80.0
107.22500000011581	68.0
107.30000000011583	4.0
107.8680593426877	232.0
108.25000000011605	32.0
108.30696590341964	112.0
109.10000000011624	96.0
109.52500000011634	48.0
109.72500000011638	56.0
110.00000000011644	24.0
110.2250000001165	64.0
110.50000000011656	40.0
111.1500000001167	104.0
111.78806642033891	160.0
112.10000000011692	60.0
113.50850290121515	228.0
114.5939801597277	184.0
123.23161348972829	208.0
123.85866893118695	232.0
124.33442096122737	212.0
125.61064862805375	216.0
125.7116419067944	228.0
127.86791578629528	224.0
130.14733215374616	184.0
130.29457690101054	220.0
133.70127944632077	116.0
134.62953609803566	112.0
135.68051349592216	160.0
137.1562752124582	144.0
137.85000000011155	36.0
137.97500000011144	52.0
138.07500000011134	12.0
138.17500000011125	68.0
138.30000000011114	72.0
138.37500000011107	8.0
138.40000000011105	96.0
138.42500000011103	16.0
138.450000000111	56.0
138.47500000011098	40.0
138.65000000011082	92.0
138.6750000001108	80.0
138.72500000011075	48.0
138.82500000011066	4.0
138.97500000011053	84.0
139.02500000011048	24.0
139.07500000011044	32.0
139.20000000011032	20.0
139.75000000010982	28.0
139.80000000010978	76.0
140.80000000010887	88.0
141.02500000010866	64.0
142.10000000010768	104.0
143.9153058675536	212.0
145.0665376791934	224.0
145.7683201077342	232.0
147.9777421859113	220.0
148.61673696857196	216.0
152.7605946625847	208.0
155.96925015561126	228.0
156.65695850077242	184.0
158.18858710506282	112.0
162.61990935746107	160.0
165.23911807892173	116.0
167.040730014689	144.0
168.86925521571453	216.0
169.07724646690474	232.0
170.73197462128252	224.0
171.88341014500446	208.0
172.05000000008044	36.0
173.79398240059058	212.0
177.96178692546624	116.0
178.31852736872847	160.0
181.0724221342204	220.0
182.09413509267276	144.0
186.20000000006758	104.0
190.1965979423779	184.0
192.2933957766044	112.0
194.1303556854241	220.0
197.2531654068136	224.0
201.9506336894393	208.0
203.7125971950911	216.0
203.93017607089888	212.0
204.04230577542543	184.0
205.8341232535115	160.0
208.01071100956324	116.0
210.7578282370207	144.0
217.164487484625	112.0
217.74094824236462	208.0
218.28467019890232	224.0
221.4966266923217	220.0
224.2980437006175	216.0
228.29366529531143	144.0
232.53941017391585	212.0
236.12583490318957	160.0
236.5554942078008	112.0
239.65218839803114	116.0
240.02500000001862	100.0
241.01714356236687	184.0
242.49227906412418	224.0
250.80986587275976	216.0
251.37604999117175	112.0
251.56469721054506	220.0
253.5930155931798	208.0
254.24880076215683	144.0
256.8453477925652	212.0
259.84999086449216	184.0
261.3294600058697	116.0
264.8132608545496	160.0
266.3249999999947	100.0
268.21281115849007	208.0
270.43952467030437	216.0
271.2499999999902	104.0
271.55502330624586	220.0
276.5877315796603	184.0
277.315289370296	212.0
277.65190549863513	224.0
282.06237810469173	112.0
283.97670226778223	144.0
293.76814138320964	220.0
294.46364369761966	216.0
294.6215810171193	160.0
295.29999999996835	100.0
295.9084971773045	116.0
299.31205677432587	212.0
301.5172742888117	224.0
303.5315522968846	208.0
305.09233348102185	160.0
309.253010754362	144.0
312.0002991038486	112.0
312.3237249425454	184.0
315.39481745206473	116.0
317.82499999994786	100.0
323.6672089553194	216.0
326.2183218843933	228.0
327.2379641618828	224.0
327.8377975452521	208.0
328.4638211429199	212.0
329.01949025875194	184.0
329.0670121033772	220.0
332.78955617761324	112.0
336.3164072892956	116.0
337.5637672022285	232.0
338.1590325324636	160.0
340.7590963451344	144.0
341.6148125164011	220.0
