time	 cell
43.41428339286777	224.0
49.324257938833284	212.0
50.284971033956616	216.0
53.63422190092032	136.0
54.04861974152063	220.0
54.89988532991805	208.0
56.20136590843585	128.0
56.63840575035048	196.0
59.221713764369504	176.0
59.225000000104906	104.0
59.650000000105	20.0
59.72500000010502	28.0
59.875000000105054	88.0
60.0750000001051	24.0
60.12500000010511	16.0
60.150000000105116	36.0
60.150000000105116	92.0
60.17500000010512	96.0
60.37500000010517	84.0
60.675000000105236	80.0
60.800000000105264	0.0
60.82500000010527	60.0
60.90000000010529	56.0
60.92500000010529	8.0
60.92500000010529	48.0
61.05000000010532	44.0
61.05000000010532	76.0
61.10000000010533	52.0
61.27500000010537	40.0
61.27500000010537	68.0
61.27500000010537	72.0
61.375000000105395	100.0
61.47500000010542	4.0
61.62500000010545	32.0
61.775000000105486	12.0
61.78806642033891	160.0
62.2016236769765	156.0
65.75000000010638	100.0
69.22500000010717	104.0
70.74443018717007	224.0
71.31861845910288	212.0
72.28681581217413	220.0
76.2183218843933	228.0
78.42909303121873	216.0
80.0887096602113	160.0
80.56090749558183	136.0
81.44677901499938	156.0
82.7044802496794	196.0
83.71427282044694	208.0
83.90150258049461	128.0
85.34148873390448	176.0
87.5637672022285	232.0
93.41428339286777	224.0
97.85294716342786	228.0
99.32425793883328	212.0
100.28497103395661	216.0
103.63422190092032	136.0
104.04861974152064	220.0
104.89988532991805	208.0
106.20136590843585	128.0
106.63840575035049	196.0
107.8680593426877	232.0
109.22171376436951	176.0
110.92500000011665	20.0
110.97500000011667	28.0
111.30000000011674	16.0
111.37500000011676	88.0
111.42500000011677	36.0
111.42500000011677	92.0
111.50000000011678	24.0
111.78806642033891	160.0
111.80000000011685	96.0
112.07500000011692	84.0
112.20162367697651	156.0
112.35000000011698	80.0
112.52500000011702	52.0
112.55000000011702	60.0
112.60000000011703	8.0
112.60000000011703	48.0
113.05000000011714	40.0
113.07500000011714	32.0
113.20000000011717	56.0
113.27500000011719	44.0
113.3000000001172	0.0
113.42500000011722	72.0
113.42500000011722	76.0
113.50850290121515	228.0
113.57500000011726	12.0
114.42500000011745	4.0
114.52500000011747	68.0
115.25000000011764	104.0
115.57500000011771	64.0
123.23161348972829	208.0
123.85866893118695	232.0
124.33442096122737	212.0
124.43092648683931	196.0
125.61064862805375	216.0
125.7116419067944	228.0
127.86791578629528	224.0
130.12511065977438	156.0
130.29457690101054	220.0
132.5157148098295	136.0
133.89079365005932	128.0
135.68051349592216	160.0
139.92500000010966	92.0
141.07594211211435	176.0
143.9153058675536	212.0
145.0665376791934	224.0
145.7683201077342	232.0
147.9777421859113	220.0
148.61673696857196	216.0
150.75000000009982	104.0
152.7605946625847	208.0
154.06037707089507	128.0
155.96925015561126	228.0
157.06353067732448	196.0
159.36769614099117	156.0
160.36372271246486	136.0
162.61990935746107	160.0
166.04225037325565	176.0
168.86925521571453	216.0
169.07724646690474	232.0
170.73197462128252	224.0
171.88341014500446	208.0
173.79398240059058	212.0
177.34397245297032	136.0
178.31852736872847	160.0
181.0724221342204	220.0
182.46012766558496	128.0
184.86698062401945	156.0
188.26900206282943	176.0
190.38522202194721	196.0
194.1303556854241	220.0
197.2531654068136	224.0
201.9506336894393	208.0
203.7125971950911	216.0
203.93017607089888	212.0
205.8341232535115	160.0
209.08805610016202	136.0
213.44767653837224	156.0
213.84456878801348	176.0
214.36737697355366	128.0
217.74094824236462	208.0
218.28467019890232	224.0
221.4966266923217	220.0
224.2980437006175	216.0
226.66935133536558	196.0
231.75458270131958	136.0
232.53941017391585	212.0
233.0959039804143	128.0
234.8305387486441	156.0
235.25000000002296	104.0
236.12583490318957	160.0
241.17500000001758	100.0
242.49227906412418	224.0
243.69427232221685	176.0
248.36109404937386	196.0
250.80986587275976	216.0
251.56469721054506	220.0
253.5930155931798	208.0
255.13262076112284	196.0
256.8453477925652	212.0
262.6384033678083	156.0
263.0009348891071	176.0
264.8132608545496	160.0
266.4613523336874	128.0
266.58955378447695	136.0
268.21281115849007	208.0
270.43952467030437	216.0
271.1749999999903	100.0
271.55502330624586	220.0
277.315289370296	212.0
277.65190549863513	224.0
279.1820927409328	136.0
279.5695590193634	176.0
283.62868155768155	156.0
290.51701159762865	196.0
291.0220274805428	128.0
293.76814138320964	220.0
294.46364369761966	216.0
294.6215810171193	160.0
299.12499999996487	100.0
299.31205677432587	212.0
301.5172742888117	224.0
303.5315522968846	208.0
304.7786356673009	196.0
305.09233348102185	160.0
309.16145126298653	136.0
310.6188596638833	128.0
311.2339563083405	156.0
312.9920394281682	176.0
322.89999999994325	100.0
323.6672089553194	216.0
326.2183218843933	228.0
