time	 cell
13.80000000009975	104.0
43.29065179938375	206.0
43.41428339286777	224.0
44.22976653767635	223.0
45.55845091319704	221.0
47.15629633156213	207.0
47.368374761788964	213.0
48.637639431316536	205.0
49.056261650267814	211.0
49.324257938833284	212.0
49.79069391795707	218.0
49.85270888559459	210.0
50.284971033956616	216.0
50.715901159781566	116.0
50.916182178747434	209.0
51.174341358948894	162.0
51.761649573495035	217.0
52.02977243202427	138.0
52.25255481875673	222.0
52.25898313625692	180.0
52.58060366296972	214.0
52.58083058266245	164.0
52.66275110459565	219.0
54.04861974152063	220.0
54.70649014795384	215.0
54.89988532991805	208.0
56.500000000104286	35.0
56.95000000010439	1.0
56.95000000010439	49.0
56.95000000010439	62.0
56.95000000010439	78.0
56.975000000104394	46.0
56.975000000104394	56.0
56.975000000104394	59.0
57.120029062853654	163.0
57.12500000010443	65.0
57.775000000104576	2.0
57.775000000104576	7.0
57.775000000104576	11.0
57.775000000104576	21.0
57.775000000104576	28.0
57.775000000104576	38.0
57.775000000104576	39.0
57.775000000104576	43.0
57.775000000104576	57.0
57.775000000104576	81.0
57.775000000104576	88.0
57.775000000104576	90.0
57.92500000010461	55.0
57.97500000010462	3.0
57.97500000010462	58.0
58.075000000104644	10.0
58.075000000104644	50.0
58.075000000104644	67.0
58.075000000104644	79.0
58.13492424000229	189.0
58.30696590341964	112.0
58.56855462493088	140.0
58.600000000104764	100.0
58.600000000104764	101.0
58.7504788020514	172.0
58.829542550585224	135.0
59.17869838944558	106.0
59.700000000105014	102.0
59.77500000010503	74.0
59.82500000010504	103.0
60.65000000010523	92.0
60.65000000010523	93.0
60.675000000105236	13.0
60.675000000105236	29.0
60.72500000010525	20.0
60.72500000010525	36.0
60.72500000010525	75.0
60.72500000010525	89.0
60.72500000010525	96.0
60.72500000010525	97.0
60.82500000010527	63.0
60.90000000010529	12.0
60.90000000010529	17.0
60.90000000010529	24.0
60.90000000010529	25.0
60.90000000010529	31.0
60.90000000010529	68.0
60.90000000010529	77.0
60.90000000010529	99.0
61.78806642033891	160.0
61.913394862909364	179.0
62.168054111159265	161.0
62.37500000010562	104.0
62.506181096269806	107.0
64.30000000010605	100.0
64.30000000010605	101.0
64.3471029809413	142.0
64.49275299898214	170.0
64.5939801597277	184.0
65.43422456710604	188.0
65.52500000010633	102.0
65.86321625642638	131.0
66.0556630432578	206.0
68.73085626394868	211.0
70.74443018717007	224.0
71.31861845910288	212.0
71.34711162571797	230.0
71.42648655022282	226.0
71.8536110068842	223.0
71.97218345657214	214.0
72.28681581217413	220.0
72.43562876769818	138.0
73.03668031188968	225.0
74.21445177261164	209.0
74.51779888600998	162.0
74.99432734612351	215.0
75.90175580572892	164.0
76.2183218843933	228.0
77.19636223197521	205.0
77.1970400838616	210.0
77.25447693863791	142.0
77.27566834683483	229.0
77.39166475953006	140.0
78.11082031351042	188.0
78.22524595271071	135.0
78.42909303121873	216.0
79.25465091081298	170.0
79.67741760271717	221.0
80.0887096602113	160.0
80.21924728571472	217.0
80.70944364705076	213.0
80.96502879503271	161.0
80.96655551555772	106.0
81.12106358788837	107.0
81.64369775343843	189.0
81.80717399261691	219.0
81.99019209914428	231.0
82.12245905107453	222.0
82.1593204808688	112.0
82.26115088050284	207.0
83.71427282044694	208.0
83.98746348300509	163.0
84.23495543134837	233.0
85.82224102753612	180.0
85.8419184999795	131.0
85.90348973888038	179.0
86.54031080083763	218.0
86.69163744617894	116.0
87.5637672022285	232.0
88.3026451115948	230.0
88.38938171331435	184.0
88.76647033152776	225.0
89.56365664532527	226.0
91.21260791578791	172.0
91.5836519188048	227.0
93.29065179938375	206.0
93.41428339286777	224.0
94.22976653767634	223.0
95.55845091319703	221.0
97.15629633156213	207.0
97.36837476178897	213.0
97.55207619188562	229.0
97.85294716342786	228.0
98.63763943131653	205.0
99.05626165026781	211.0
99.32425793883328	212.0
99.79069391795707	218.0
99.85270888559458	210.0
100.28497103395661	216.0
100.71590115978157	116.0
100.91618217874743	209.0
101.1743413589489	162.0
101.76164957349503	217.0
102.02977243202427	138.0
102.25255481875672	222.0
102.25898313625692	180.0
102.58060366296972	214.0
102.58083058266246	164.0
102.66275110459566	219.0
103.76768450319622	234.0
104.04861974152064	220.0
104.70649014795384	215.0
104.89988532991805	208.0
106.50835359330614	225.0
106.51824399795038	233.0
